doc_id	variant	group_id	chain_id	link	shift	length	content	tk_shifts	attributes	head	hd_shifts
10	1	409377	869	409370	2958	1	Я	2958	ref:def|str:pron|type:coref		
10	1	409378	859	409374	2976	2	их	2976	ref:def|str:pron|type:coref		
10	1	409379	869	409377	3011	4	моих	3011	ref:def|str:poss|type:coref		
10	1	409380	859	409378	3011	12	моих голубей	3011,3016	ref:def|str:noun|type:coref	голубей	3016
10	1	409385	857	409384	3053	16	просторный мешок	3053,3064	ref:def|str:noun|type:coref	мешок	3064
10	1	409381	869	409379	3079	1	я	3079	ref:def|str:pron|type:coref		
10	1	409382	870	409373	3087	15	Петьке Маремухе	3087,3094	ref:def|str:noun|type:coref	Петьке Маремухе	3087,3094
10	1	409383	859	409380	3121	6	голуби	3121	ref:def|str:noun|type:coref		
10	1	409386	857	409385	3139	5	мешке	3139	ref:def|str:noun|type:coref		
10	1	409388	856	409387	3196	16	Банточный турман	3196,3206	ref:def|str:noun|type:coref	турман	3206
10	1	409390	870	409382	3239	8	Маремуха	3239	ref:def|str:noun|type:coref		
10	1	409389	869	409381	3253	4	меня	3253	ref:def|str:pron|type:coref		
10	1	409391	870	409390	3268	6	своего	3268	ref:def|str:refl|type:coref		
10	1	409392	869	409389	3303	1	я	3303	ref:def|str:pron|type:coref		
10	1	409393	870	409391	3314	2	он	3314	ref:def|str:pron|type:coref		
10	1	409394	869	409392	3323	3	мне	3323	ref:def|str:pron|type:coref		
10	1	409395	868	409316	3327	33	обернутый тряпками пистолет зауэр	3327,3337,3346,3355	ref:def|str:noun|type:coref	пистолет зауэр	3346,3355
10	1	409396	857	409386	3378	16	мешок с голубями	3378,3384,3386	ref:def|str:noun|type:coref	мешок	3378
10	1	409397	859	409383	3386	8	голубями	3386	ref:def|str:noun|type:coref		
10	1	409398	870	409393	3421	1	я	3421	ref:ds|str:pron|type:coref		
10	1	409401	855	0	3445	5	сарай	3445	ref:def|str:noun|type:coref		
10	1	409399	869	409394	3477	1	я	3477	ref:def|str:pron|type:coref		
10	1	409400	870	409398	3491	6	Петька	3491	ref:def|str:noun|type:coref		
10	1	409402	855	409401	3529	5	сарая	3529	ref:def|str:noun|type:coref		
10	1	409403	870	409400	3555	3	его	3555	ref:def|str:poss|type:coref		
10	1	409404	855	409402	3603	5	сарая	3603	ref:def|str:noun|type:coref		
10	1	409405	870	409403	3610	2	он	3610	ref:def|str:pron|type:coref		
10	1	409406	869	409399	3650	3	Мне	3650	ref:def|str:pron|type:coref		
10	1	409407	859	409397	3676	7	голубей	3676	ref:def|str:noun|type:coref		
10	1	409408	869	409406	3693	1	я	3693	ref:def|str:pron|type:coref		
10	1	409409	859	409407	3705	4	ними	3705	ref:def|str:pron|type:coref		
10	1	409410	859	409407	3740	3	них	3740	ref:def|str:pron|type:coref		
10	1	409415	854	0	3746	13	голодные годы	3746,3755	ref:def|str:noun|type:coref	годы	3755
10	1	409416	854	409415	3781	10	те времена	3781,3784	ref:def|str:noun|type:coref	времена	3784
10	1	409411	869	409408	3792	1	я	3792	ref:def|str:pron|type:coref		
10	1	409412	859	409410	3814	2	их	3814	ref:def|str:pron|type:coref		
10	1	409413	869	409411	3819	4	меня	3819	ref:def|str:pron|type:coref		
10	1	409414	869	409413	3871	1	я	3871	ref:def|str:pron|type:coref		
10	1	409537	868	409395	3881	17	только один зауэр	3881,3888,3893	ref:def|str:noun|type:coref	зауэр	3893
10	1	409418	869	409414	3946	3	Мне	3946	ref:def|str:pron|type:coref		
10	1	409417	868	409537	4057	9	пистолета	4057	ref:def|str:noun|type:coref		
10	1	409419	868	409417	4099	3	его	4099	ref:def|str:poss|type:coref		
10	1	409420	869	409418	4116	1	я	4116	ref:def|str:pron|type:coref		
10	1	409421	870	409405	4132	6	Петька	4132	ref:def|str:noun|type:coref		
10	1	409422	870	409421	4184	2	он	4184	ref:def|str:pron|type:coref		
10	1	409423	869	409420	4196	3	мне	4196	ref:def|str:pron|type:coref		
10	1	409424	867	409357	4290	2	мы	4290	ref:def|str:pron|type:coref		
10	1	409425	870	409422	4311	6	Петька	4311	ref:def|str:noun|type:coref		
10	1	409426	869	409423	4325	4	меня	4325	ref:def|str:pron|type:coref		
10	1	409428	869	409426	4379	6	Васька	4379	ref:def|str:noun|type:coref		
10	1	409427	869	409428	4389	2	ты	4389	ref:ds|str:pron|type:coref		
10	1	409429	870	409425	4400	1	я	4400	ref:ds|str:pron|type:coref		
10	1	409432	853	0	4416	16	той совпартшколе	4416,4420	ref:def|str:noun|type:coref	совпартшколе	4420
10	1	409430	869	409427	4438	2	ты	4438	ref:ds|str:pron|type:coref		
10	1	409431	867	409424	4660	5	нашей	4660	ref:def|str:poss|type:coref		
10	1	409433	853	409432	4724	16	той совпартшколе	4724,4728	ref:def|str:noun|type:coref	совпартшколе	4728
10	1	409434	870	409429	4749	1	я	4749	ref:ds|str:pron|type:coref		
10	1	409435	869	409430	4751	4	тебе	4751	ref:ds|str:pron|type:coref		
10	1	409436	852	409437	4776	6	нашего	4776	ref:def|str:poss|type:coref		
10	1	409438	870	409434	4829	6	Петька	4829	ref:def|str:noun|type:coref		
10	1	409439	869	409435	4845	4	меня	4845	ref:def|str:pron|type:coref		
10	1	409440	867	409431	4864	2	Мы	4864	ref:def|str:pron|type:coref		
10	1	409442	851	0	4909	9	прохожего	4909	ref:def|str:noun|type:anaph		
10	1	409441	851	409442	4926	2	он	4926	ref:def|str:pron|type:anaph		
10	1	409443	869	409439	4947	1	я	4947	ref:def|str:pron|type:coref		
10	1	409444	870	409438	4975	2	ты	4975	ref:ds|str:pron|type:coref		
10	1	409445	870	409444	4979	6	Петька	4979	ref:def|str:noun|type:coref		
10	1	409446	870	409445	5011	2	он	5011	ref:def|str:noun|type:coref		
10	1	409447	870	409446	5027	2	ты	5027	ref:ds|str:pron|type:coref		
10	1	409448	870	409447	5046	1	Я	5046	ref:ds|str:pron|type:coref		
10	1	409449	869	409443	5072	4	тебя	5072	ref:ds|str:pron|type:coref		
10	1	409450	868	409419	5077	8	пистолет	5077	ref:def|str:noun|type:coref		
10	1	409451	870	409447	5105	2	Ты	5105	ref:ds|str:pron|type:coref		
10	1	409452	870	409451	5149	4	тебе	5149	ref:ds|str:pron|type:coref		
10	1	409453	869	409449	5194	4	меня	5194	ref:ds|str:pron|type:coref		
10	1	409454	870	409452	5242	6	Петька	5242	ref:def|str:noun|type:coref		
10	1	409455	870	409454	5252	1	Я	5252	ref:ds|str:pron|type:coref		
10	1	409456	869	409453	5299	2	ты	5299	ref:ds|str:pron|type:coref		
10	1	409457	870	409455	5404	8	Маремуха	5404	ref:def|str:noun|type:coref		
10	1	409458	869	409456	5444	1	я	5444	ref:def|str:pron|type:coref		
10	1	409459	870	409457	5446	6	Петьку	5446	ref:def|str:noun|type:coref		
10	1	409460	870	409459	5464	3	ему	5464	ref:def|str:pron|type:coref		
10	1	409461	867	409440	5477	2	Мы	5477	ref:def|str:pron|type:coref		
10	1	409462	869	409458	5507	1	я	5507	ref:def|str:pron|type:coref		
10	1	409463	870	409460	5563	2	Он	5563	ref:def|str:pron|type:coref		
10	1	409465	870	409463	5567	7	храбрец	5567	ref:def|str:appo|type:coref		
10	1	409464	870	409463	5620	4	себе	5620	ref:def|str:refl|type:coref		
10	1	409466	860	409362	5662	4	отец	5662	ref:def|str:noun|type:coref		
10	1	409468	850	409467	5669	23	тетка Марья Афанасьевна	5669,5675,5681	ref:def|str:noun|type:coref	тетка Марья Афанасьевна	5669,5675,5681
10	1	409469	869	409462	5697	1	я	5697	ref:def|str:pron|type:coref		
10	1	409470	863	409353	5769	17	Котька Григоренко	5769,5776	ref:def|str:noun|type:coref	Котька Григоренко	5769,5776
10	1	409471	867	409461	5803	2	мы	5803	ref:def|str:pron|type:coref		
10	1	409480	849	0	5814	14	трудовую школу	5814,5823	ref:def|str:noun|type:coref	школу	5823
10	1	409472	867	409471	5876	22	Мы с Петькой Маремухой	5876,5879,5881,5889	ref:def|str:noun|type:coref	Мы Петькой Маремухой	5876,5881,5889
10	1	409473	870	409464	5881	17	Петькой Маремухой	5881,5889	ref:def|str:noun|type:coref	Петькой Маремухой	5881,5889
10	1	409474	867	409472	5950	4	наши	5950	ref:def|str:poss|type:coref		
10	1	409475	863	409470	6107	6	Котька	6107	ref:def|str:noun|type:coref		
10	1	409476	863	409475	6135	2	Он	6135	ref:def|str:pron|type:coref		
10	1	409477	863	409476	6155	3	его	6155	ref:def|str:pron|type:coref		
10	1	409478	863	409477	6161	30	сына расстрелянного петлюровца	6161,6166,6181	ref:def|str:appo|type:coref	сына	6161
10	1	409479	863	409478	6233	6	Котька	6233	ref:def|str:noun|type:coref		
10	1	409481	849	409480	6259	9	трудшколы	6259	ref:def|str:noun|type:coref		
10	1	409482	863	409479	6317	6	Котька	6317	ref:def|str:noun|type:coref		
10	1	409483	866	409346	6344	21	меднику Захаржевскому	6344,6352	ref:def|str:noun|type:coref	меднику Захаржевскому	6344,6352
10	1	409484	863	409482	6379	3	ему	6379	ref:def|str:pron|type:coref		
10	1	409485	863	409484	6384	29	белоручке и докторскому сынку	6384,6394,6396,6408	ref:def|str:appo|type:coref	белоручке сынку	6384,6408
10	1	409486	863	409485	6496	6	Котька	6496	ref:def|str:pron|type:coref		
10	1	409487	867	409474	6509	4	наше	6509	ref:def|str:poss|type:coref		
10	1	409488	865	409322	6509	12	наше Заречье	6509,6514	ref:def|str:noun|type:coref	Заречье	6514
10	1	409489	864	409331	6530	10	мастерскую	6530	ref:def|str:noun|type:coref		
10	1	409492	863	409486	6610	2	он	6610	ref:def|str:pron|type:coref		
10	1	409493	863	409492	6736	2	он	6736	ref:def|str:pron|type:coref		
10	1	409494	867	409487	6753	3	нас	6753	ref:def|str:pron|type:coref		
10	1	409495	863	409493	6761	4	него	6761	ref:def|str:pron|type:coref		
10	1	409496	863	409495	6848	21	этот проклятый Котька	6848,6853,6863	ref:def|str:noun|type:coref	Котька	6863
10	1	409497	869	409469	6878	4	меня	6878	ref:def|str:pron|type:coref		
10	1	409498	848	0	6959	4	Галя	6959	ref:def|str:noun|type:coref		
10	1	409499	848	409498	6968	7	которой	6968	ref:def|str:rel|type:coref		
10	1	409500	869	409497	6976	1	я	6976	ref:def|str:pron|type:coref		
10	1	409501	849	409481	7010	9	трудшколы	7010	ref:def|str:noun|type:coref		
10	1	409502	869	409500	7037	4	меня	7037	ref:def|str:pron|type:coref		
10	1	409503	863	409496	7045	6	Котьку	7045	ref:def|str:noun|type:coref		
10	1	409504	869	409502	7076	1	я	7076	ref:def|str:pron|type:coref		
10	1	409505	848	409499	7087	4	Галю	7087	ref:def|str:noun|type:coref		
10	1	409506	869	409504	7128	1	я	7128	ref:def|str:pron|type:coref		
10	1	409507	848	409505	7130	2	ей	7130	ref:def|str:pron|type:coref		
10	1	409508	848	409507	7164	3	она	7164	ref:def|str:pron|type:coref		
10	1	409509	869	409506	7192	4	меня	7192	ref:def|str:pron|type:coref		
10	1	409510	870	409473	7211	8	Маремуха	7211	ref:def|str:noun|type:coref		
10	1	409511	848	409508	7246	3	она	7246	ref:def|str:pron|type:coref		
10	1	409512	863	409503	7258	7	Котькой	7258	ref:def|str:noun|type:coref		
10	1	409513	869	409509	7295	1	я	7295	ref:def|str:pron|type:coref		
10	1	409514	853	409433	7328	12	совпартшколе	7328	ref:def|str:noun|type:coref		
10	1	409515	852	409436	7346	2	мы	7346	ref:def|str:noun|type:coref		
10	1	409516	869	409513	7390	1	я	7390	ref:def|str:pron|type:coref		
10	1	409517	869	409516	7404	3	мне	7404	ref:def|str:pron|type:coref		
10	1	409518	847	0	7418	32	скелет с острой косой за плечами	7418,7425,7427,7434,7440,7443	ref:def|str:noun|type:coref	скелет	7418
10	1	409519	847	409518	7496	2	он	7496	ref:def|str:pron|type:coref		
10	1	409520	869	409517	7513	4	мной	7513	ref:def|str:pron|type:coref		
10	1	409521	869	409520	7576	1	Я	7576	ref:def|str:pron|type:coref		
10	1	409522	847	409519	7595	6	скелет	7595	ref:def|str:noun|type:coref		
10	1	409523	869	409521	7605	4	мной	7605	ref:def|str:pron|type:coref		
10	1	409524	869	409523	7619	1	я	7619	ref:def|str:pron|type:coref		
10	1	409525	847	409522	7678	7	мертвец	7678	ref:def|str:noun|type:coref		
10	1	409526	869	409524	7693	4	меня	7693	ref:def|str:pron|type:coref		
10	1	409528	869	409524	7699	1	Я	7699	ref:def|str:pron|type:coref		
10	1	409527	847	409525	7719	2	он	7719	ref:def|str:pron|type:coref		
10	1	409529	869	409526	7730	4	меня	7730	ref:def|str:pron|type:coref		
10	1	409530	869	409528	7783	1	я	7783	ref:def|str:pron|type:coref		
10	1	409531	869	409530	7809	10	голубятник	7809	ref:def|str:noun|type:coref		
10	1	409532	860	409466	7846	4	отец	7846	ref:def|str:noun|type:coref		
10	1	409533	869	409530	7874	4	меня	7874	ref:def|str:pron|type:coref		
10	1	409534	860	409532	7939	2	он	7939	ref:def|str:pron|type:coref		
10	1	409535	869	409533	7953	1	я	7953	ref:def|str:pron|type:coref		
10	1	409536	869	409535	7969	1	Я	7969	ref:def|str:pron|type:coref		
11	1	409538	846	0	17	7	Мальчик	17	ref:def|str:noun|type:coref		
11	1	409539	846	409538	58	2	он	58	ref:def|str:pron|type:coref		
11	1	409544	844	409545	323	19	новую хорошую школу	323,329,337	ref:def|str:noun|type:coref	школу	337
11	1	409576	838	0	363	54	обожаемый старший друг мальчика , еще с детского садика	363,373,381,386,394,396,400,402,411	ref:def|str:noun|type:coref	друг	381
11	1	409540	846	409539	386	8	мальчика	386	ref:def|str:noun|type:coref		
11	1	409541	846	409540	421	7	ребенок	421	ref:def|str:noun|type:coref		
11	1	409542	845	0	520	4	мать	520	ref:def|str:noun|type:coref		
11	1	409543	845	409542	526	3	Она	526	ref:def|str:pron|type:coref		
11	1	409545	844	0	570	10	этой школы	570,575	ref:def|str:noun|type:coref	школы	575
11	1	409546	844	409545	801	34	новую школу с гуманитарным уклоном	801,807,813,815,828	ref:def|str:noun|type:coref	школу	807
11	1	409547	846	409541	843	7	Мальчик	843	ref:def|str:noun|type:coref		
11	1	409610	833	409609	872	17	музыкальную школу	872,884	ref:def|str:noun|type:coref	школу	884
11	1	409548	843	0	994	44	красивая и любимая учительница по сольфеджио	994,1003,1005,1013,1025,1028	ref:def|str:noun|type:coref	учительница	1013
11	1	409635	831	0	1028	10	сольфеджио	1028	ref:def|str:noun|type:coref		
11	1	409549	843	409548	1040	7	которая	1040	ref:def|str:rel|type:coref		
11	1	409562	841	0	1069	6	детьми	1069	ref:def|str:noun|type:coref		
11	1	409565	840	0	1076	5	оперу	1076	ref:def|str:noun|type:coref		
11	1	409550	846	409547	1089	7	мальчик	1089	ref:def|str:noun|type:coref		
11	1	409572	839	409570	1120	14	две арии Козла	1120,1124,1129	ref:def|str:noun|type:coref	две арии	1120,1124
11	1	409551	845	409542	1142	5	мамой	1142	ref:def|str:noun|type:coref		
11	1	409563	841	409562	1249	4	дети	1249	ref:def|str:noun|type:coref		
11	1	409552	846	409550	1327	7	мальчик	1327	ref:def|str:noun|type:coref		
11	1	409553	846	409552	1336	23	легко возбудимая натура	1336,1342,1353	ref:def|str:appo|type:coref	натура	1353
11	1	409637	831	409635	1454	16	основной предмет	1454,1463	ref:def|str:noun|type:coref	предмет	1463
11	1	409636	831	409635	1476	10	сольфеджио	1476	ref:def|str:appo|type:coref		
11	1	409554	843	409548	1624	11	учительницы	1624	ref:def|str:noun|type:coref		
11	1	409555	843	409554	1654	3	Она	1654	ref:def|str:pron|type:coref		
11	1	409556	846	409552	1681	7	ребенка	1681	ref:def|str:noun|type:coref		
11	1	409557	843	409555	1692	6	своего	1692	ref:def|str:poss|type:coref		
11	1	409558	846	409556	1718	3	Его	1718	ref:def|str:pron|type:coref		
11	1	409559	842	0	1728	24	другая преподавательница	1728,1735	ref:def|str:noun|type:coref	преподавательница	1735
11	1	409560	843	409554	1861	2	та	1861	ref:def|str:pron|type:coref		
11	1	409639	843	409560	1918	21	педагогический талант	1918,1933	ref:pred|str:noun|type:coref	талант	1933
11	1	409561	842	409559	1948	17	Новая учительница	1948,1954	ref:def|str:noun|type:coref	учительница	1954
11	1	409564	843	409560	2039	3	той	2039	ref:def|str:pron|type:coref		
11	1	409566	840	409565	2076	5	опера	2076	ref:def|str:noun|type:coref		
11	1	409567	846	409558	2122	7	Мальчик	2122	ref:def|str:noun|type:coref		
11	1	409568	846	409567	2160	2	Он	2160	ref:def|str:pron|type:coref		
11	1	409638	840	409566	2175	8	их оперу	2175,2178	ref:def|str:noun|type:coref	оперу	2178
11	1	409569	846	409568	2186	4	свою	2186	ref:def|str:poss|type:coref		
11	1	409570	839	0	2186	11	свою партию	2186,2191	ref:def|str:noun|type:coref	партию	2191
11	1	409571	839	409570	2199	7	которую	2199	ref:def|str:rel|type:coref		
11	1	409573	846	409568	2296	3	его	2296	ref:def|str:pron|type:coref		
11	1	409607	834	0	2312	4	отец	2312	ref:def|str:noun|type:coref		
11	1	409574	846	409573	2330	7	Мальчик	2330	ref:def|str:noun|type:coref		
11	1	409575	844	409546	2411	11	новую школу	2411,2417	ref:def|str:noun|type:coref	школу	2417
11	1	409577	838	409576	2478	22	друг с детского садика	2478,2483,2485,2494	ref:def|str:noun|type:coref	друг	2478
11	1	409578	846	409574	2508	7	Мальчик	2508	ref:def|str:noun|type:coref		
11	1	409580	837	0	2540	19	классом этого друга	2540,2548,2554	ref:def|str:noun|type:coref	классом	2540
11	1	409579	838	409577	2548	11	этого друга	2548,2554	ref:def|str:noun|type:coref	друга	2554
11	1	409581	837	409580	2565	3	они	2565	ref:def|str:pron|type:coref		
11	1	409582	837	409581	2589	25	серьезные восьмиклассники	2589,2599	ref:pred|str:noun|type:coref	восьмиклассники	2599
11	1	409583	846	409578	2616	7	Мальчик	2616	ref:def|str:noun|type:coref		
11	1	409584	837	409581	2696	4	ними	2696	ref:def|str:pron|type:coref		
11	1	409585	846	409583	2702	2	Он	2702	ref:def|str:pron|type:coref		
11	1	409586	837	409584	2705	2	их	2705	ref:def|str:pron|type:coref		
11	1	409587	838	409579	2725	9	этот друг	2725,2730	ref:def|str:noun|type:coref	друг	2730
11	1	409588	846	409585	2761	4	нему	2761	ref:def|str:pron|type:coref		
11	1	409589	846	409588	2798	16	младше - классника	2798,2804,2805	ref:def|str:noun|type:coref	младше классника	2798,2805
11	1	409590	846	409589	2840	3	его	2840	ref:def|str:pron|type:coref		
11	1	409591	846	409590	2925	2	ты	2925	ref:ds|str:pron|type:coref		
11	1	409592	836	0	2949	26	собственный класс мальчика	2949,2961,2967	ref:def|str:noun|type:coref	класс	2961
11	1	409623	846	409590	2967	8	мальчика	2967	ref:def|str:noun|type:coref		
11	1	409593	836	409592	3034	24	сборная окрестных дворов	3034,3042,3052	ref:pred|str:noun|type:coref	сборная	3034
11	1	409594	836	409592	3060	42	ребята неграмотные и не понимающие алгебры	3060,3067,3079,3081,3084,3095	ref:pred|str:noun|type:coref	ребята	3060
11	1	409595	846	409590	3192	8	Мальчика	3192	ref:def|str:noun|type:coref		
11	1	409596	846	409595	3241	3	ним	3241	ref:def|str:pron|type:coref		
11	1	409597	835	0	3246	9	Новенький	3246	ref:def|str:noun|type:anaph		
11	1	409598	835	409597	3283	2	Он	3283	ref:def|str:pron|type:anaph		
11	1	409599	835	409598	3296	4	себя	3296	ref:def|str:refl|type:anaph		
11	1	409600	846	409595	3348	7	Мальчик	3348	ref:def|str:noun|type:coref		
11	1	409601	836	409592	3384	3	Они	3384	ref:def|str:pron|type:coref		
11	1	409602	836	409601	3412	3	Они	3412	ref:def|str:pron|type:coref		
11	1	409603	846	409600	3427	4	него	3427	ref:def|str:pron|type:coref		
11	1	409604	846	409603	3495	7	Мальчик	3495	ref:def|str:noun|type:coref		
11	1	409605	845	409551	3529	4	маме	3529	ref:def|str:noun|type:coref		
11	1	409606	834	409607	3546	4	отцу	3546	ref:def|str:noun|type:coref		
11	1	409608	846	409604	3564	2	он	3564	ref:def|str:pron|type:coref		
11	1	409609	833	0	3636	17	музыкальной школы	3636,3648	ref:def|str:noun|type:coref	школы	3648
11	1	409611	846	409608	3770	2	он	3770	ref:def|str:pron|type:coref		
11	1	409612	845	409605	3800	4	маму	3800	ref:def|str:noun|type:coref		
11	1	409613	846	409611	3807	3	Мне	3807	ref:ds|str:pron|type:coref		
11	1	409614	846	409611	3860	3	Ему	3860	ref:def|str:pron|type:coref		
11	1	409615	845	409612	3899	4	мама	3899	ref:def|str:noun|type:coref		
11	1	409616	834	409606	3904	4	отцу	3904	ref:def|str:noun|type:coref		
11	1	409617	833	409609	3993	17	музыкальной школы	3993,4005	ref:def|str:noun|type:coref	школы	4005
11	1	409618	846	409614	4014	7	ребенок	4014	ref:def|str:noun|type:coref		
11	1	409619	832	0	4066	21	педагог по фортепьяно	4066,4074,4077	ref:def|str:noun|type:coref	педагог	4066
11	1	409620	832	409619	4089	26	заботливая и милая женщина	4089,4100,4102,4108	ref:def|str:noun|type:coref	женщина	4108
11	1	409621	844	409575	4128	44	той , продвинутой и почти гуманитарной школки	4128,4131,4133,4145,4147,4153,4166	ref:def|str:noun|type:coref	школки	4166
11	1	409622	846	409618	4217	7	Мальчик	4217	ref:def|str:noun|type:coref		
11	1	409624	846	409622	4238	1	Я	4238	ref:ds|str:pron|type:coref		
11	1	409625	845	409615	4243	4	тебе	4243	ref:ds|str:pron|type:coref		
11	1	409626	846	409622	4261	3	мне	4261	ref:ds|str:pron|type:coref		
11	1	409627	846	409622	4280	1	Я	4280	ref:ds|str:pron|type:coref		
11	1	409628	845	409615	4339	4	Мама	4339	ref:def|str:noun|type:coref		
11	1	409629	846	409622	4420	2	Ты	4420	ref:ds|str:pron|type:coref		
11	1	409630	846	409622	4446	2	Ты	4446	ref:ds|str:pron|type:coref		
11	1	409631	844	409621	4475	5	школу	4475	ref:def|str:noun|type:coref		
11	1	409632	846	409622	4539	7	мальчик	4539	ref:def|str:noun|type:coref		
11	1	409633	846	409632	4584	3	Его	4584	ref:def|str:pron|type:coref		
11	1	409634	845	409628	4642	4	Маме	4642	ref:def|str:noun|type:coref		
12	1	409647	828	409648	112	13	бабушка , мать	112,119,121	ref:def|str:noun|type:coref	бабушка мать	112,121
12	1	409661	823	0	121	4	мать	121	ref:def|str:noun|type:coref		
12	1	409640	830	0	128	6	Колумб	128	ref:def|str:noun|type:coref		
12	1	409641	830	409640	308	7	Колумба	308	ref:def|str:noun|type:coref		
12	1	409729	828	409647	348	4	сами	348	ref:def|str:refl|type:coref		
12	1	409642	830	409641	382	6	Колумб	382	ref:def|str:noun|type:coref		
12	1	409648	828	0	389	2	их	389	ref:def|str:poss|type:coref		
12	1	409643	829	0	413	4	Богу	413	ref:def|str:noun|type:coref		
12	1	409644	829	409643	424	7	Господи	424	ref:ds|str:noun|type:coref		
12	1	409649	828	409648	513	3	наш	513	ref:ds|str:poss|type:coref		
12	1	409645	829	409643	537	7	Господи	537	ref:ds|str:noun|type:coref		
12	1	409652	827	0	548	9	коровы - то	548,554,555	ref:def|str:noun|type:coref	коровы	548
12	1	409650	829	409643	603	4	Бога	603	ref:def|str:noun|type:coref		
12	1	409651	830	409642	608	6	Колумб	608	ref:def|str:noun|type:coref		
12	1	409730	827	409652	704	16	бабушкина корова	704,714	ref:def|str:noun|type:coref	корова	714
12	1	409653	830	409651	754	2	он	754	ref:def|str:pron|type:coref		
12	1	409646	830	409653	800	8	человеку	800	ref:def|str:noun|type:coref		
12	1	409654	830	409646	810	7	который	810	ref:def|str:rel|type:coref		
12	1	409655	826	0	849	16	Директор Груздев	849,858	ref:def|str:noun|type:coref	Директор Груздев	849,858
12	1	409656	825	0	869	12	прозвище ему	869,878	ref:def|str:noun|type:coref	прозвище	869
12	1	409658	826	409655	878	3	ему	878	ref:def|str:pron|type:coref		
12	1	409657	825	409656	885	8	Морковка	885	ref:pred|str:noun|type:coref		
12	1	409659	824	0	979	7	алгебра	979	ref:def|str:noun|type:coref		
12	1	409660	823	409661	990	4	Мать	990	ref:def|str:noun|type:coref		
12	1	409662	830	409640	1019	9	мальчонку	1019	ref:def|str:noun|type:coref		
12	1	409663	830	409662	1074	6	Колумб	1074	ref:def|str:noun|type:coref		
12	1	409664	824	409659	1133	7	алгебра	1133	ref:def|str:noun|type:coref		
12	1	409665	830	409663	1152	1	я	1152	ref:ds|str:pron|type:coref		
12	1	409666	824	409664	1169	8	алгебрам	1169	ref:def|str:noun|type:coref		
12	1	409667	826	409655	1217	16	Груздев - Морковка	1217,1224,1225	ref:def|str:noun|type:coref	Груздев Морковка	1217,1225
12	1	409668	830	409663	1320	7	Колумба	1320	ref:def|str:noun|type:coref		
12	1	409669	822	0	1330	13	торговую баню	1330,1339	ref:def|str:noun|type:coref	баню	1339
12	1	409670	822	409669	1387	4	бане	1387	ref:def|str:noun|type:coref		
12	1	409671	830	409668	1431	6	Колумб	1431	ref:def|str:noun|type:coref		
12	1	409672	826	409667	1492	17	Груздева - Морковку	1492,1500,1501	ref:def|str:noun|type:coref	Груздева Морковку	1492,1501
12	1	409673	826	409672	1557	2	он	1557	ref:def|str:pron|type:coref		
12	1	409674	826	409673	1620	1	я	1620	ref:ds|str:pron|type:coref		
12	1	409675	826	409672	1664	8	Морковка	1664	ref:def|str:noun|type:coref		
12	1	409731	830	409668	1741	19	намыленному Колумбу	1741,1753	ref:def|str:noun|type:coref	Колумбу	1753
12	1	409677	830	409731	1769	3	мне	1769	ref:ds|str:pron|type:coref		
12	1	409676	826	409675	1773	7	Груздев	1773	ref:def|str:noun|type:coref		
12	1	409678	830	409677	1811	6	Колумб	1811	ref:def|str:noun|type:coref		
12	1	409679	830	409678	1822	1	Я	1822	ref:ds|str:pron|type:coref		
12	1	409680	824	409666	1827	7	алгебре	1827	ref:def|str:noun|type:coref		
12	1	409681	830	409678	1903	6	Колумб	1903	ref:def|str:noun|type:coref		
12	1	409682	826	409675	1920	8	Морковке	1920	ref:def|str:noun|type:coref		
12	1	409683	826	409682	1948	3	ему	1948	ref:def|str:pron|type:coref		
12	1	409684	830	409681	2055	6	Колумб	2055	ref:def|str:noun|type:coref		
12	1	409732	826	409682	2098	3	сам	2098	ref:def|str:refl|type:coref		
12	1	409685	830	409684	2184	8	Колумбом	2184	ref:def|str:noun|type:coref		
12	1	409686	830	409685	2268	6	Колумб	2268	ref:def|str:noun|type:coref		
12	1	409687	823	409660	2333	6	матери	2333	ref:def|str:noun|type:coref		
12	1	409689	823	409687	2364	2	ее	2364	ref:def|str:pron|type:coref		
12	1	409688	830	409686	2412	1	Я	2412	ref:ds|str:pron|type:coref		
12	1	409690	830	409686	2599	6	Колумб	2599	ref:def|str:noun|type:coref		
12	1	409691	830	409690	2620	3	его	2620	ref:def|str:pron|type:coref		
12	1	409733	830	409688	2656	4	него	2656	ref:def|str:pron|type:coref		
12	1	409692	830	409691	2730	2	вы	2730	ref:ds|str:pron|type:coref		
12	1	409693	830	409691	2752	4	вами	2752	ref:ds|str:pron|type:coref		
12	1	409694	830	409691	2816	7	Колумбу	2816	ref:def|str:noun|type:coref		
12	1	409695	821	0	2824	4	Катя	2824	ref:def|str:noun|type:coref		
12	1	409696	821	409695	2832	4	Катя	2832	ref:def|str:noun|type:coref		
12	1	409697	821	409696	2923	12	гогольяновка	2923	ref:def|str:appo|type:coref		
12	1	409698	830	409694	3047	7	Колумбе	3047	ref:def|str:noun|type:coref		
12	1	409699	821	409696	3081	4	Кате	3081	ref:def|str:noun|type:coref		
12	1	409700	830	409698	3141	7	Колумбу	3141	ref:def|str:noun|type:coref		
12	1	409712	820	0	3247	11	воскресенье	3247	ref:def|str:noun|type:coref		
12	1	409701	821	409699	3282	1	я	3282	ref:ds|str:pron|type:coref		
